Date,Close
16-8-2021,78.959999
17-8-2021,79.260002
18-8-2021,76.900002
19-8-2021,75.790001
20-8-2021,77.18
23-8-2021,79.389999
24-8-2021,80.620003
25-8-2021,80.059998
26-8-2021,78.419998
27-8-2021,80.580002
30-8-2021,80.709999
31-8-2021,80.050003
1-9-2021,79.510002
2-9-2021,78.019997
3-9-2021,78.199997
